SessionID,Name,Description,Line,Column,ParentFile,TopLevelCategory,Code
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18967,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18995,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19031,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19064,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19085,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19151,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19176,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19198,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19219,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19285,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19306,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,19352,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
