PartitionKey,FileType,ObjectName,HighLevelObject,ObjectDb,FileName,LineNumber,LinesOfCode,HighestEWISeverity,ConversionStatus,EWIs,UDFsUsed,NameOfUDFFiles,ConversionPercentage,EWIsNumber
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_BNR_NUMDS_RSP,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55421,27,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_BNR_NUMDS_TGT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55456,41,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_BNR_PXCR_TK,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55505,38,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_BNR_PXCR_TK_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55551,34,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_CNGS_CVENT_BAY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55593,37,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_CNGS_CVENT_BAY_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55638,34,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_CNGS_LEADS_BAY_I,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55680,71,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_CNGS_LEADS_BAY_I_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55759,67,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_CNGS_SCHDLE_BAY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55842,49,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_EMAIL_INTSPR_TK,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55899,39,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_EMAIL_INTSPR_TK_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55946,35,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_EMAIL_NEWSLTR_ADOBE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,55989,32,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_EMAIL_NEWSLTR_MEDSC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56037,101,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_GPO_INTL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56154,36,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_MED_JRNL_CMI,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56198,32,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_MED_JRNL_CMI_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56238,28,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_ONLNE_VID_YT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56274,49,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_ONLNE_VID_YT_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56331,44,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_CMI,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56383,39,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_CMI_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56430,36,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_GEO_MEDCOM,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56474,41,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_KEY_MEDCOM,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56523,38,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_MEDCOM_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56569,40,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_PIXCRE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56617,42,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_PAIDSRCH_PIXCRE_INC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56667,39,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_RAW_CLMS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56714,62,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_SOCIALAD_TWTR_PIXCRE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56797,41,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_SPKR_PRGM_ADMIN_RPRT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56854,102,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_SPKR_PRGM_ATNDEE_RPRT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,56964,50,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_WEB_INT_ADB_INTGEO,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57022,42,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_WEB_INT_ADB_INTNGEO,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57080,44,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_XOF_AGCY_COST_AREA,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57132,31,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_XOF_AGCY_COST_CMI,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57171,31,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ODM_XOF_AGCY_COST_ENV,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57210,31,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_ONYX_REGO_CALLS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57249,44,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_Patient,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57301,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PAYERS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57332,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PAYERS_TOTAL_FILE_COUNT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57358,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_Pharmacy,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57384,127,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PHYSICIAN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57519,26,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PPTA_INDUSTRY_REPORTS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57561,23,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PPTA_MRKT_METRICS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57592,27,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRESCRIBER_ADDRESS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57627,34,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ABBI_PHY_CRSWLK,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57669,13,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ACCT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57690,23,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ACCT_MSTR,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57721,35,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADD_PHYSICIAN_CONT_IN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57764,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADD_PHYSICIAN_CONT_IN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57786,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADDRESS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57811,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_ACCT_MSTR,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57840,35,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_ACCT_REMS_ENRL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57883,36,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_ADDRESS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57927,27,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_BITMAP_CFG,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57962,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_BNFT_VRFTN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,57995,54,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_CALL_DETL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58057,29,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_CALLS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58094,31,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_CUST_MSTR,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58133,39,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_FRP_UPDATE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58180,29,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_ID_XREF,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58217,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_INVN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58250,25,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_NRS_LPH_RSPNSE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58283,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_NRSNG,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58316,50,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_NURSE_TRANS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58374,92,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PROD_MVMT_AGG,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58474,30,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PROD_MVMT_DETL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58512,35,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PRVDR_ENRL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58555,32,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PTNT_AGG_DATA,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58595,73,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PTNT_ENRL,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58676,77,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_PTNT_TRANS_HX,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58761,31,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_SHPMNT_TRANS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58800,69,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_SHPMNT_VLDN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58877,34,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_STUS_CMBTIONS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58919,24,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ADP_TRIAGE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58951,37,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_AGG_DS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,58996,79,Low,Fully Converted,MSCEWI2040,,,100%,5
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_BETA_CUST_ADDR,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59083,13,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_BETA_CUST_ID_XREF,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59104,11,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_BETA_CUST_MASTER,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59123,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_BETA_PROC,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59156,68,Low,Fully Converted,MSCEWI2040,,,100%,4
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_BETA_PROC_WEEKLY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59232,68,Low,Fully Converted,MSCEWI2040,,,100%,5
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_CALLS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59308,25,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_CDC_ACCT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59341,33,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_ACCT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59382,23,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_ACCT_MSTR,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59413,30,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_ADDRESS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59451,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_DW_ATTRIBUTES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59480,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_EXCLUDE_CODE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59508,17,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_ID_XREF,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59533,19,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_INVN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59560,24,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_MERGE_HISTORY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59605,19,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_RELATIONNOPDRP,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59645,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_COPA_SALES_DX,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59671,33,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_DECILE_ATTRIB,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59712,21,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_DV_KOG_CONTROL_TOTALS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59741,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_DV_KOG_CUST_SHEET,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59772,70,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_DV_KOG_RPRTG_MONTH,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59850,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_DW_ATTRIBUTES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59880,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_EXCLUDE_CODE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59908,18,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_HUB_PTNT_TRANSACTION,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,59934,97,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_ID_XREF,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60039,19,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_KOG_CROSS_WALK,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60066,31,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_KOG_PTNT_SALES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60105,60,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_KOG_PTNT_SLS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60173,55,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_KOG_SALES_BY_ZIP,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60236,64,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_ACCT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60308,22,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_ADD_PHY_CONT_IN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60338,16,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_ADDRESS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60362,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_DW_ATTRIBUTES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60398,19,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_EXCLUDE_CODE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60425,17,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_HUB_BENEFITS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60450,56,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_HUB_ENROLLMENT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60514,67,Low,Fully Converted,MSCEWI2040,,,100%,5
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_HUB_SERVICES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60589,27,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_HUB_TRIAGE,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60624,24,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_ID_XREF,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60656,18,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_INV,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60682,23,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_LAB_TRANSACTION,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60713,100,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_MERGE_HISTORY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60829,18,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_PHYSICIAN,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60855,31,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_PTNT_PROD_AGG,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60902,60,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_PTNT_TRANSACTION,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,60970,80,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_RELATIONNOPDRP,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61058,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_LARO_SALES_DX,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61094,56,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_MEMBERSHIP_ATTRIBUTES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61158,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_MEMBERSHIP_ATTRIBUTES,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61183,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_MERGE_HISTORY,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61211,19,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_MNLY_DS,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61238,30,Low,Fully Converted,MSCEWI2040,,,100%,5
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TODS_PRM_NEX_DOT_PTNT,CREATE TABLE,DODSD01,Table_DDL_accross_Databases.sql,61276,21,,Fully Converted,,,,100%,0
